Project,Package,Class,Method,Smell,Description,Method start line no,File
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to_whenUsingCamelNamespacePrefix,Magic Number,The method contains a magic number: 5,143,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to_whenUsingCamelNamespacePrefix,Magic Number,The method contains a magic number: 26,143,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to_whenUsingCamelNamespacePrefix,Magic Number,The method contains a magic number: 8,143,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to_whenUsingCamelNamespacePrefix,Magic Number,The method contains a magic number: 8,143,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_from,Magic Number,The method contains a magic number: 8,151,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_from,Magic Number,The method contains a magic number: 18,151,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_from,Magic Number,The method contains a magic number: 5,151,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_from,Magic Number,The method contains a magic number: 5,151,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveSeveralDirectReferenceFor_from,Magic Number,The method contains a magic number: 2,159,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveSeveralDirectReferenceFor_from,Magic Number,The method contains a magic number: 8,159,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveSeveralDirectReferenceFor_from,Magic Number,The method contains a magic number: 18,159,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithSameFrom,Magic Number,The method contains a magic number: 4,164,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithSameFrom,Magic Number,The method contains a magic number: 18,164,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithSameTo,Magic Number,The method contains a magic number: 5,169,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithSameTo,Magic Number,The method contains a magic number: 18,169,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testFindReferencesEvenWhenThereisAnEmptyURiSomewhere,Long Identifier,The length of the field SEVERAL_REFERENCES_WITH_AN_EMPTY_URI is 36.,174,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testFindReferencesEvenWhenThereisAnEmptyURiSomewhere,Magic Number,The method contains a magic number: 2,174,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testFindReferencesEvenWhenThereisAnEmptyURiSomewhere,Magic Number,The method contains a magic number: 8,174,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testFindReferencesEvenWhenThereisAnEmptyURiSomewhere,Magic Number,The method contains a magic number: 18,174,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithDifferentDirectIds,Magic Number,The method contains a magic number: 4,179,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithDifferentDirectIds,Magic Number,The method contains a magic number: 18,179,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithDifferentDirectIds,Magic Number,The method contains a magic number: 5,179,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithDifferentDirectIds,Magic Number,The method contains a magic number: 18,179,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithDifferentDirectIds,Magic Number,The method contains a magic number: 8,179,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithDifferentDirectIds,Magic Number,The method contains a magic number: 18,179,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithDifferentDirectIds,Magic Number,The method contains a magic number: 9,179,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithDifferentDirectIds,Magic Number,The method contains a magic number: 18,179,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.telemetry,TelemetryTest,testOpenedDocumentMetric,Long Statement,The length of the statement "await("Await that telemetry event is sent as it is done async to not slow down the server").untilAsserted(() -> assertThat(telemetryEvents).hasSize(2));" is 152.,49,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\telemetry\TelemetryTest.java
camel-language-server,com.github.cameltooling.lsp.internal.telemetry,TelemetryTest,testOpenedDocumentMetric,Magic Number,The method contains a magic number: 2,49,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\telemetry\TelemetryTest.java
camel-language-server,com.github.cameltooling.lsp.internal.telemetry,TelemetryTest,testOpenedDocumentMetric,Long Statement,The length of the statement "String javaContent=new BufferedReader(new InputStreamReader(inputStreamOfJavaFile)).lines().collect(Collectors.joining("\n"));" is 126.,67,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\telemetry\TelemetryTest.java
camel-language-server,com.github.cameltooling.lsp.internal.telemetry,TelemetryTest,testOpenedDocumentMetric,Long Statement,The length of the statement "return Stream.of(Arguments.of(RouteTextBuilder.createXMLSpringRoute("")`"xml")`Arguments.of(javaContent`"java")`Arguments.of("# camel-k:"`"yaml"));" is 147.,67,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\telemetry\TelemetryTest.java
camel-language-server,com.github.cameltooling.lsp.internal.websocket,CamelLSPWebSocketEndpoint,connect,Long Statement,The length of the statement "localServices.stream().filter(LanguageClientAware.class::isInstance).forEach(languageClientAware -> ((LanguageClientAware)languageClientAware).connect(remoteProxy));" is 165.,36,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\websocket\CamelLSPWebSocketEndpoint.java
camel-language-server,com.github.cameltooling.lsp.internal.websocket,CamelLSPWebSocketServerConfigProvider,getEndpointConfigs,Long Statement,The length of the statement "ServerEndpointConfig conf=ServerEndpointConfig.Builder.create(CamelLSPWebSocketEndpoint.class`WEBSOCKET_CAMEL_SERVER_PATH).build();" is 131.,30,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\websocket\CamelLSPWebSocketServerConfigProvider.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,AbstractCamelPropertiesComponentOptionTest,retrieveCompletion,Long Statement,The length of the statement "CamelLanguageServer camelLanguageServer=initializeLanguageServer(fileName`new TextDocumentItem(fileName`CamelLanguageServer.LANGUAGE_ID`0`propertyEntry));" is 154.,37,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\AbstractCamelPropertiesComponentOptionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,CamelPropertiesComponentCompletionTest,testProvideCompletion,Magic Number,The method contains a magic number: 16,41,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\CamelPropertiesComponentCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,CamelPropertiesComponentCompletionTest,testProvideCompletionFilteredWithBeginningTyped,Magic Number,The method contains a magic number: 20,48,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\CamelPropertiesComponentCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,CamelPropertiesComponentCompletionTest,testProvideFilteredCompletion,Magic Number,The method contains a magic number: 14,55,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\CamelPropertiesComponentCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,CamelPropertiesComponentCompletionTest,retrieveCompletion,Long Statement,The length of the statement "CamelLanguageServer camelLanguageServer=initializeLanguageServer(".properties"`new TextDocumentItem(fileName`CamelLanguageServer.LANGUAGE_ID`0`"camel.component.acomp"));" is 169.,62,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\CamelPropertiesComponentCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,CamelPropertiesComponentCompletionTest,createExpectedCompletionItem,Long Statement,The length of the statement "expectedCompletionItem.setTextEdit(Either.forLeft(new TextEdit(new Range(new Position(0`16)`new Position(0`21))`"acomponent")));" is 128.,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\CamelPropertiesComponentCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,CamelPropertiesComponentCompletionTest,createExpectedCompletionItem,Magic Number,The method contains a magic number: 16,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\CamelPropertiesComponentCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,CamelPropertiesComponentCompletionTest,createExpectedCompletionItem,Magic Number,The method contains a magic number: 21,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\CamelPropertiesComponentCompletionTest.java
